review,rating,date,bank,source,LemmatizedText
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,previous application well
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,bad app wise invest money like cbe app incon image app well ui invest hire professional developer company improve
It is not working at all,1,2024-07-16,BOA,Google Play,work
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,poor mobile banking survice error report frequently
The worst banking app,1,2024-07-15,BOA,Google Play,bad banking app
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,BOA,Google Play,app constantly crash freezing send boa customer account
Is ok but stop sundenly,5,2024-07-15,BOA,Google Play,ok stop sundenly
Very poor app. Its Always cresh and not compatible,2,2024-07-13,BOA,Google Play,poor app cresh compatible
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,BOA,Google Play,functional keep say error unable activate
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,BOA,Google Play,not believe abyssinia develop kind trash app lot issue
The new app is very good,5,2024-07-13,BOA,Google Play,new app good
It's very good but sometimes isn't work probably,5,2024-07-12,BOA,Google Play,good not work probably
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,BOA,Google Play,stupid app ve see turn developer mode not app secure clearly indicate app poor implementation unskille developer lot people need developer option different reason sake bank fix thing secure international banking app not require mention lag crash
The worst mobile banking app,1,2024-07-11,BOA,Google Play,bad mobile banking app
It is not fast,3,2024-07-11,BOA,Google Play,fast
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,BOA,Google Play,app keep crash stop respond m try open app bank person banking activity short bad mobile banking system ethiopia
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,BOA,Google Play,pretty good banking app lack thing ui speed app overall good application thank
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play,error occur try day tele birr user find
Good but Very slow.,1,2024-07-08,BOA,Google Play,good slow
"It is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play,bad app not work
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,BOA,Google Play,go use appit trash appno care app bank rate
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play,usually crash unable process request developer option
Workneh girmamo,5,2024-07-05,BOA,Google Play,workneh girmamo
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play,not believe day age major bank country not understand work mobile payment option survive decide account cbe awash not bother useless app
Is it even working these days? Please check it.,1,2024-07-04,BOA,Google Play,work day check
Please make it functional.,5,2024-07-03,BOA,Google Play,functional
its best app but its don't working in poor connection area so,5,2024-07-03,BOA,Google Play,good app not work poor connection area
Please Recover thank you,5,2024-07-02,BOA,Google Play,recover thank
This app doesn't work,1,2024-06-30,BOA,Google Play,app not work
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,BOA,Google Play,app run fine take like forever open main dashboard crash guy get to step need app way fast
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,BOA,Google Play,underrated app ve see ur banking system soo idiocracy
It demands to disable developer option.,1,2024-06-27,BOA,Google Play,demand disable developer option
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,BOA,Google Play,month transaction app disappointing bank abyssinia currently nearest bank work place bank turn bad bank country day day respond customer update system year long think s train customer service operator
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,BOA,Google Play,riddled crash not use anymore frustrating
Always error occured. The worst app ever,1,2024-06-20,BOA,Google Play,error occur bad app
It has become the most unreliable mibile banking app ever.,1,2024-06-16,BOA,Google Play,unreliable mibile banking app
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13,BOA,Google Play,poor mobile banking see industry stable login post transaction attractive error report frequently
Really Bank,5,2024-06-12,BOA,Google Play,bank
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,BOA,Google Play,like bank abyssinia best bank ethiopia
The app is not good need a few work,3,2024-06-11,BOA,Google Play,app good need work
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,BOA,Google Play,bad mob app see slow uncomfortable stupid well learn good app tele birr release update worst
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,BOA,Google Play,unreliable expensive service time work day complete transaction charge unworthy service recommend bank app
Developer option to be off really,1,2024-06-06,BOA,Google Play,developer option
Good app boa,5,2024-06-06,BOA,Google Play,good app boa
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,BOA,Google Play,m disappointed recent change app disable developer option functionality unnecessary previous version offer userfriendly experience
"Worest app, it cannot be downloaded",2,2024-06-05,BOA,Google Play,wor app download
slow only some times the wey it is veary nice app,5,2024-06-05,BOA,Google Play,slow time wey veary nice app
It's nice apps,1,2024-06-04,BOA,Google Play,nice app
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,BOA,Google Play,wow disgrace boa app barely work slow return error
Excited by your service,5,2024-06-02,BOA,Google Play,excited service
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,BOA,Google Play,bad mobile banking app not load like perfect wifi datum connection manage network issue finally app make hard send money
It is Good to save time 👌👌,3,2024-05-31,BOA,Google Play,good save time
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-30,BOA,Google Play,m sorry kind stupid developer think app fast disable developer mode ve see degeneracy entire life rid feature
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,BOA,Google Play,purpose point allow screenshot recipe transfer
I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,2024-05-26,BOA,Google Play,not use app turn developer mode kind stupid rule bad experience banking app
Sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesn't match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled ??plus when it come to recent transaction nothing to display...,1,2024-05-24,BOA,Google Play,sorry compare bank mobile app wor need improvement app not match bank standard need update slow plus say stop develop option phone develop setting enable plus come recent transaction display
Very Very nice 👌 👍,5,2024-05-23,BOA,Google Play,nice
Cool,4,2024-05-22,BOA,Google Play,cool
What is that disable developer option I have never seen any app commands.,3,2024-05-22,BOA,Google Play,disable developer option see app command
Please fix the app i doesn't belongs to Abbssinya Bank Name,1,2024-05-22,BOA,Google Play,fix app not belong abbssinya bank
"Playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks In the country and can't manage to have good mobile application in the Era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. DON'T USE THIS APP, IT'S WASTE OF TIME.",1,2024-05-21,BOA,Google Play,playstore need option star application right deserve exactly imagine big bank country not manage good mobile application era mobile money guy brink collapse well right real quick go to meter grave not use app waste time
It's good when i've downloaded at first. But now it doesn't work well,2,2024-05-20,BOA,Google Play,good ve download not work
It's just terrible. It kept crashing in middle of transaction. Hell sometimes it won't open. My phone is stock Android (pixel 8) and I don't even know how this happens. Fix it!,1,2024-05-20,BOA,Google Play,terrible keep crash middle transaction hell will not open phone stock android pixel not know happen fix
Good but not working top up,5,2024-05-20,BOA,Google Play,good work
It is good,5,2024-05-19,BOA,Google Play,good
Great app..,3,2024-05-18,BOA,Google Play,great app
This app is the most worst app I used in Ethiopia and belive me I know I live in Ethiopia. Being the fincial app It doesn't work when you want it. It makes you wait for cash out code and immediately debit the amount before sending the code I have got to say abysinia bank I didn't expect this from you and I use CBE mobile banking,1,2024-05-18,BOA,Google Play,app bad app ethiopia belive know live ethiopia fincial app not work want make wait cash code immediately debit send code get abysinia bank not expect use cbe mobile banking
Poor mobile banking alwayes not working alwayes,1,2024-05-18,BOA,Google Play,poor mobile banking alwayes work alwayes
"Absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging",1,2024-05-17,BOA,Google Play,absolutely bad mobile banking appit crash timeproblem log cut balance recharge
Fails occasionally.,4,2024-05-17,BOA,Google Play,fail occasionally
Worst app ever,1,2024-05-16,BOA,Google Play,bad app
Easy and cool app,5,2024-05-16,BOA,Google Play,easy cool app
App is so bad network,1,2024-05-16,BOA,Google Play,app bad network
It's not working for 3days. Come on as a big bank in Ethiopia this is unprofessionallism from boa,1,2024-05-15,BOA,Google Play,working day come big bank ethiopia unprofessionallism boa
"Be careful of using this app to transfer large sums of money. Recently I can't top up my mobile card, can't pay tickets, can't transfer money to Telebirr. The *815# works but what's the use of an app if we're using USSD. It will refund your mobile top up days after failing to top up but I wouldn't want to risk that. I'm a big fan of BoA but I wouldn't recommend this app. 👎",1,2024-05-15,BOA,Google Play,careful app transfer large sum money recently not mobile card not pay ticket not transfer money telebirr work s use app ussd refund mobile day fail not want risk m big fan boa not recommend app
"The worst mobile banking app, doesn't even work for a week properly.",1,2024-05-15,BOA,Google Play,bad mobile banking app not work week properly
Secretary,5,2024-05-14,BOA,Google Play,secretary
77867748 I can't update my mobile banking,1,2024-05-14,BOA,Google Play,not update mobile banking
Hate how we're expected to disable 'Developer Options' everytime we open the app. An unnecessary point of friction that's been put in place in the guise of security.,2,2024-05-14,BOA,Google Play,hate expect disable developer option everytime open app unnecessary point friction s place guise security
Build a new app,1,2024-05-13,BOA,Google Play,build new app
Exceptional service,5,2024-05-13,BOA,Google Play,exceptional service
I don't get why this app is developed it is not functional at all !!,1,2024-05-12,BOA,Google Play,not app develop functional
This app is trash,1,2024-05-12,BOA,Google Play,app trash
It's improved now,3,2024-05-12,BOA,Google Play,improve
It is really make my life so much easy!,5,2024-05-12,BOA,Google Play,life easy
Good appp,1,2024-05-11,BOA,Google Play,good appp
My advice for whoever reading is go look for other bank(awash bank is a great example). This bank won't even allow you to access your money when you want. It has bad servers which don't work(respond) on time.,1,2024-05-11,BOA,Google Play,advice read look bankawash bank great example bank will not allow access money want bad server not workrespond time
Preventing login because I have developer options on is not security. Moved all my money somewhere else because I just didn't wanna deal with it,1,2024-05-11,BOA,Google Play,prevent login developer option security move money not wanna deal
The app has bugs. Signing in is still a challenge. Transfer to another bank is impossible. The app is slow and bland.,3,2024-05-11,BOA,Google Play,app bug sign challenge transfer bank impossible app slow bland
Why do u force me to Turn OFF developers option just to use your app its not fair and am not using ur app anymore,1,2024-05-10,BOA,Google Play,u force turn developer option use app fair ur app anymore
"Very poor app. It crashes every time, doesn't load properly, and you can't even buy airtime. The programming is subpar. Please take lessons from other online banking apps. I would give it a zero if I could!!",1,2024-05-10,BOA,Google Play,poor app crash time not load properly not buy airtime programming subpar lesson online banking app zero
This app is very simpl for useing,4,2024-05-10,BOA,Google Play,app simpl useing
Very laggy un able to make transactions Fix it,1,2024-05-10,BOA,Google Play,laggy un able transaction fix
After recent update the app keeps asking to disable developers options and won't let you use it unless you do.,2,2024-05-10,BOA,Google Play,recent update app keep ask disable developer option will not let use
Great UI UX Design !!!,5,2024-05-09,BOA,Google Play,great ui ux design
App is any updates why?,5,2024-05-09,BOA,Google Play,app update
"I am an app developer, I need to keep developer options on... WHY ARE YOU ASKING ME TO TURN DEVELOPER OPTIONS OFF... why is it that Abyssinia is the only damned bank in Ethiopia that just can't seem to buld an app that works... it's not that hard people, just look at CBE... this is simply terrible, borderline unusable!",1,2024-05-09,BOA,Google Play,app developer need developer option ask turn developer option abyssinia damn bank ethiopia not buld app work hard people look cbe simply terrible borderline unusable
UGH 🤮🤮🤮 they are super calculative when it CM 2 Mobile-banking or any online stuff. If ur degital!! better chose other bank.,1,2024-05-09,BOA,Google Play,ugh super calculative cm mobilebanke online stuff ur degital well choose bank
Slow every time,2,2024-05-08,BOA,Google Play,slow time
It takes a very long time to log in please fix,1,2024-05-08,BOA,Google Play,take long time log fix
It's not functional at all,1,2024-05-08,BOA,Google Play,functional
What's wrong with App. this days? it doesn't working properly. 1) it's VERY SLOW & doesn't open. it's very Annoying. 2) most of the time it says repeatedly Please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. I've updated the App. when it needed but nothing changed. 👉PLEASE if it has some issues with the App. Please fix it otherwise I'm going to uninstall it.,2,2024-05-08,BOA,Google Play,s wrong app day not work properly slow not open annoying time say repeatedly try try later not open work repeatedly say go wrong screen ve update app need change issue app fix m go uninstall
Disgrace app,1,2024-05-08,BOA,Google Play,disgrace app
It crash repeatedly! Try to make it more stable for customers need meet!,2,2024-05-07,BOA,Google Play,crash repeatedly try stable customer need meet
After two weeks it require update why?,5,2024-05-07,BOA,Google Play,week require update
It keeps crashing and hasn't been fixed,1,2024-05-07,BOA,Google Play,keep crash not fix
"The application is full of bug, so annoying.",1,2024-05-07,BOA,Google Play,application bug annoying
"Why is the app asking me to remove developer options? Why does it matter what I do with my phone , this is unacceptable! Fix this",3,2024-05-06,BOA,Google Play,app ask remove developer option matter phone unacceptable fix
Worst application relative to other Ethiopia mobile banking app,1,2024-05-06,BOA,Google Play,bad application relative ethiopia mobile banking app
"""I am extremely disappointed with the poor service I have received. It is unacceptable that I cannot make transactions of 30,000 Birr and sometimes my money gets stuck in the air. As a result of your incompetence, I have been forced to change my bank account. This level of service is completely unacceptable and needs to be rectified immediately.""",1,2024-05-06,BOA,Google Play,extremely disappointed poor service receive unacceptable transaction birr money get stuck air result incompetence force change bank account level service completely unacceptable need rectify immediately
"Doesn't work properly, keeps closing won't activate any account, I wouldn't recommend downloading",1,2024-05-05,BOA,Google Play,not work properly keep closing will not activate account not recommend download
Pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve,1,2024-05-05,BOA,Google Play,pls improve mobile banking app not work constantly update new version app try improve
"The version 24.04.26 is not opening on any of my devices. I noticed this issue on my friend's Android 9 phone and also on my Samsung Android 12 phone. Even after weekly updates, the newest version is not working properly. Please provide a stable version update, as I prefer the older version of the app from the new one.",1,2024-05-04,BOA,Google Play,version opening device notice issue friend android phone samsung android phone weekly update new version work properly provide stable version update prefer old version app new
Good service,5,2024-05-04,BOA,Google Play,good service
This app is not working!!,1,2024-05-04,BOA,Google Play,app work
this app not work why?pleas tell me,2,2024-05-04,BOA,Google Play,app work whypleas tell
I am comfortable with your good service,5,2024-05-04,BOA,Google Play,comfortable good service
best app from any mobilebanking,5,2024-05-04,BOA,Google Play,good app mobilebanke
It crushes repeatedly,1,2024-05-03,BOA,Google Play,crush repeatedly
Very bad app as always bothering any transaction processes.,1,2024-05-03,BOA,Google Play,bad app bother transaction process
Actually faster,4,2024-05-03,BOA,Google Play,actually fast
I prefer the earlier version. This updated app crushes during login and says there is bug. Please fix the bug issue.,4,2024-05-03,BOA,Google Play,prefer early version update app crush login say bug fix bug issue
Soo many bugs on this app I haven't been able to use it since I installed it very bad,1,2024-05-03,BOA,Google Play,soo bug app not able use instal bad
My #1 choice,5,2024-05-03,BOA,Google Play,choice
This application isn't working properly,1,2024-05-03,BOA,Google Play,application not work properly
This is too poorer than the previous app.,1,2024-05-03,BOA,Google Play,poorer previous app
cool App Tnxes,5,2024-05-03,BOA,Google Play,cool app tnxe
"The app keeps crashign again and again, i didn't even get to sign in. Worst update!!",1,2024-05-03,BOA,Google Play,app keep crashign not sign bad update
"Developers/ the company takes too long to update the app, and throughout that process, the app is basically useless. We can't send money or even be able to check our account. They even take it down from the Play Store for a while. This whole process usually takes them 3 to 5 days. This is very disappointing. It is an improvement from the previous version of the app, but they still have a long way to go to compete with the likes of CBE. Transferring to other banks sometimes doesn't work.",2,2024-05-03,BOA,Google Play,developers company take long update app process app basically useless not send money able check account play store process usually take day disappointing improvement previous version app long way compete like cbe transfer bank not work
"Was working ok.but it started not displaying banks list to choose from, and it needs updating every couple of days, annoying",3,2024-05-03,BOA,Google Play,working okbut start display bank list choose need update couple day annoying
"Dear BOA, Are you sure you are upgrading your application. It is becoming worse and worse. Please fix the bug as quickly as possible.",1,2024-05-03,BOA,Google Play,dear boa sure upgrading application bad bad fix bug quickly possible
Nice one thanks abisiniya,5,2024-05-03,BOA,Google Play,nice thank abisiniya
it doesnt work it crashes,1,2024-05-03,BOA,Google Play,not work crash
It keeps clashing down What a crass stupid app is this... You forced me to update after I transferred money and now I can't open it,1,2024-05-03,BOA,Google Play,keep clash crass stupid app force update transfer money not open
Crash... glitch... crash... blame connection... crash... crash again. Please fix it,1,2024-05-02,BOA,Google Play,crash glitch crash blame connection crash crash fix
So unreliable i had to send money asap but this app either laggs or doesn't work such a lazy work look at how efficient tele birr is and its not even a bank,1,2024-05-02,BOA,Google Play,unreliable send money asap app laggs not work lazy work look efficient tele birr bank
Great app than others,5,2024-05-02,BOA,Google Play,great app
OMG this is like the worst mobile banking app ever. I have many different mobile banking app from different banks but this is the worst so far. It says it has connection issue when I have wifi or data connection and while I'm using other social media apps. It keeps asking me for update once like every week and takes forever to load like I have to wait at least 10 minutes to login and another 10 min to see my balance.,1,2024-05-02,BOA,Google Play,omg like bad mobile banking app different mobile banking app different bank worst far say connection issue wifi datum connection m social medium app keep ask update like week take forever load like wait minute login min balance
I think I remember it worked once upon time...,2,2024-05-02,BOA,Google Play,think remember work time
This app is going to the worest boa app ever😡 It crushes every time login.,1,2024-05-02,BOA,Google Play,app go wor boa app crush time login
"The app never worked properly, specially on android 14, do better",1,2024-05-02,BOA,Google Play,app work properly specially android well
Fix the bug.,1,2024-05-02,BOA,Google Play,fix bug
all the time updated but im not satisfy by boa mobile bancking 😡😡😡,1,2024-05-02,BOA,Google Play,time update m satisfy boa mobile bancking
It always crashes,1,2024-05-02,BOA,Google Play,crash
Worst app ever. Barely works,1,2024-05-02,BOA,Google Play,bad app barely work
It keep making me out and crash when i open the app and not working properly,1,2024-05-02,BOA,Google Play,make crash open app work properly
"After last update, the app keeps crashing, not working. Pls fix it. Mobile transactions become impossible.",1,2024-05-02,BOA,Google Play,update app keeps crash work pl fix mobile transaction impossible
Very bad app,2,2024-05-02,BOA,Google Play,bad app
"I don't know why every time you come up with a new update the app get worst than the oldest, it is taking more time to load, can load money to telebirr, can't pay awach. Please try to fix it.",1,2024-05-02,BOA,Google Play,not know time come new update app worst old take time load load money telebirr not pay awach try fix
The worest mobile banking app,1,2024-05-02,BOA,Google Play,wor mobile banking app
It was working good before the last update but after the update it asks to disable developer option. why is that? That means any developer with developer option enabled can't access his account. It crushs a lot of times.,2,2024-05-01,BOA,Google Play,work good update update ask disable developer option mean developer developer option enable not access account crushs lot time
"From Ethiopian Internet banking Abbisiniya Internet banking application is the most worst boring and slower app, please fix that",1,2024-05-01,BOA,Google Play,ethiopian internet banking abbisiniya internet banking application worst boring slow app fix
good App and user friendly.,4,2024-05-01,BOA,Google Play,good app user friendly
Every time needs update & after that it's not working it's too boring,1,2024-05-01,BOA,Google Play,time needs update work boring
What mean disable developer option?,5,2024-05-01,BOA,Google Play,mean disable developer option
"Slow login, crashes frequently, annoying app ever. Since you updated this app, it's been extremely unhelpful.",1,2024-05-01,BOA,Google Play,slow login crashes frequently annoying app update app extremely unhelpful
"why do we need to turn off ""developer options"" in order to use your app, on the new update??? Are we suppose to not use our device for other purposes just so we can use your app? It is not security it is BS. (fix that and I will update my rating)",1,2024-05-01,BOA,Google Play,need turn developer option order use app new update suppose use device purpose use app security bs fix update rating
Annoying it doesn't work totally,1,2024-05-01,BOA,Google Play,annoying not work totally
The Worst application ever,1,2024-05-01,BOA,Google Play,bad application
The best beautiful app,5,2024-05-01,BOA,Google Play,well beautiful app
Keeps crashing everytime what a disaster,1,2024-05-01,BOA,Google Play,keep crash everytime disaster
It doesn't work anymore,1,2024-05-01,BOA,Google Play,not work anymore
"The app is terrible, nothing functions properly. Especially since the latest update, it crashes all the time.",1,2024-05-01,BOA,Google Play,app terrible function properly especially late update crash time
"It's good app but the system is not same as CBE bankin mobile When i compare To these apps BOA and CBE, CBE is the best up",1,2024-05-01,BOA,Google Play,good app system cbe bankin mobile compare apps boa cbe cbe well
Please focus on the functionality of the app instead of spending money on the advertisements.,1,2024-05-01,BOA,Google Play,focus functionality app instead spend money advertisement
Frequently crashing fix it please,1,2024-05-01,BOA,Google Play,frequently crash fix
95% of the time it crashes,1,2024-05-01,BOA,Google Play,time crash
The worst update ever You don't deserve one star;,1,2024-05-01,BOA,Google Play,bad update not deserve star
No feature works correctly. Its always buffering and needs probably high data. So its useless 😏😏😏,2,2024-04-30,BOA,Google Play,feature work correctly buffer need probably high datum useless
"This app is trash, it's not working for the past 3-4 days. I've to go to the bank to send money to other banks. Plus the app keeps crashing since the last update. BOA as a bank is deteriorating! This has to change.",1,2024-04-30,BOA,Google Play,app trash work past day ve bank send money bank plus app keep crash update boa bank deteriorate change
App needs a lot of work. It continuously crashes and shuts down.,1,2024-04-30,BOA,Google Play,app need lot work continuously crash shut
Not comfortable with this version. Its hard to down it load Developer option is not allowed to use it as usual.,5,2024-04-30,BOA,Google Play,comfortable version hard load developer option allow use usual
This app is so annoying as the previous version.,3,2024-04-30,BOA,Google Play,app annoying previous version
Need many improvements,2,2024-04-30,BOA,Google Play,need improvement
Great always great!!!,5,2024-04-30,BOA,Google Play,great great
Pic new,5,2024-04-30,BOA,Google Play,pic new
"Such a junk application, its not working at all. Waste of time",1,2024-04-30,BOA,Google Play,junk application work waste time
"you guys keep on releasing unstable app, now it won't login",2,2024-04-30,BOA,Google Play,guy release unstable app will not login
"I never ever seen the worst commercial app like this in my life , it does not work anything , i donot know how the IT Team of the bank tested and launch the app. Its annoying !",1,2024-04-30,BOA,Google Play,see bad commercial app like life work donot know team bank test launch app annoying
The best bank with the worst application and ussd service.,1,2024-04-30,BOA,Google Play,good bank bad application ussd service
The old version is best. This one is so lagging and it's not fast to quick transfer,1,2024-04-30,BOA,Google Play,old version good lag fast quick transfer
The latest update has a bug it keeps crashing. Please fix it it's so inconvenient to do our business this way. That or we will switch to other banks,3,2024-04-30,BOA,Google Play,late update bug keeps crash fix inconvenient business way switch bank
Amaizing Bank in Etthiopia,5,2024-04-30,BOA,Google Play,amaize bank etthiopia
It doesn't function properly!! You don't even deserve one star.. please stop playing your dirty game on your customer...,1,2024-04-29,BOA,Google Play,not function properly not deserve star stop play dirty game customer
That's a fantastic app! L,2,2024-04-29,BOA,Google Play,s fantastic app l
The best bank,5,2024-04-29,BOA,Google Play,good bank
"This app has been found useless while I compared with the first version of IB12111...that was very good, you guys what is the matter with you. You are far from the technology and the competetor's digital product through convenience, reliable, easeness _-dashen, cbe, zemen... they are doing well! share their experience and be able to satisfy your esteemed customers including me. unless you will be down soon!",1,2024-04-29,BOA,Google Play,app find useless compare version ibthat good guy matter far technology competetor digital product convenience reliable easeness dashen cbe zeman share experience able satisfy esteem customer include soon
"This new update really sucks.. Can't even get the chance to put my pin, bugs and everything,please fix it developer",1,2024-04-29,BOA,Google Play,new update suck not chance pin bug everythingplease fix developer
I have never seen the worst mobile app like this,5,2024-04-29,BOA,Google Play,see bad mobile app like
Very very good app,5,2024-04-29,BOA,Google Play,good app
it keeps crashing,1,2024-04-29,BOA,Google Play,keep crash
Excited,5,2024-04-29,BOA,Google Play,excite
This app isn't working well on Tecno phone 📱. what is the error??,1,2024-04-29,BOA,Google Play,app not work tecno phone error
"With every update the app keeps on getting worse,it is filled with bugs",1,2024-04-29,BOA,Google Play,update app keep getting worseit fill bug
The update app is the worest one when i compare with past.,1,2024-04-28,BOA,Google Play,update app wor compare past
"It's nice, the stack thing needs update thou",5,2024-04-28,BOA,Google Play,nice stack thing need update thou
This application is relatively good even if some times interpreted.But apolo is difficult application please improve it.,5,2024-04-28,BOA,Google Play,application relatively good time interpretedbut apolo difficult application improve
The app is not properly working.,3,2024-04-28,BOA,Google Play,app properly work
It is always crushing it loged me out all the time,1,2024-04-28,BOA,Google Play,crush log time
I love boa but the mobile app isn't as good as the older version when the app gets update it gets worse and worse it doesn't even work..fix the issue with that,2,2024-04-28,BOA,Google Play,love boa mobile app not good old version app get update get bad bad not workfix issue
"Why Why Why???? it is difficult to make transactions, it takes alot of time to make payments, i thought the update will make it work, but it got worse. please fix it",1,2024-04-28,BOA,Google Play,difficult transaction take alot time payment think update work get bad fix
"the worst app I have ever used, I could've given 5 star if it worked properly even just for logging in and check my accounts. seemed that's impossible",1,2024-04-28,BOA,Google Play,bad app ve give star work properly log check account s impossible
Very helpfull app,5,2024-04-27,BOA,Google Play,helpfull app
"Very slow response , try to some updates in the application",1,2024-04-27,BOA,Google Play,slow response try update application
"useless app. bank to bank transactions do not work at all, wallet topups like telebirr take hours to reach. what a shame from a bank this big.",1,2024-04-26,BOA,Google Play,useless app bank bank transaction work wallet topup like telebirr hour reach shame bank big
Really work very good app l like you BoA,5,2024-04-26,BOA,Google Play,work good app l like boa
The worst App I have ever seen.,1,2024-04-25,BOA,Google Play,bad app see
"I tried it with different phones, it only worked for about a week and then it stopped working. It needs some serious work.",1,2024-04-25,BOA,Google Play,try different phone work week stop work need work
The onky defect is that it is too slow,3,2024-04-25,BOA,Google Play,onky defect slow
Sorry to say it is very poor apps I have decided to suspend the BoA account,1,2024-04-25,BOA,Google Play,sorry poor app decide suspend boa account
Boa is the best app but Please Clear Instant or Not instant option of send money be for Asked !!!,5,2024-04-24,BOA,Google Play,boa good app clear instant instant option send money ask
"Installed the latest version of this app on my Android 14 device, but it is not working. I have already received the activation key from your branch (via SMS), but couldn't activate it. It is a failed app. I bet you don't have QA testers.",1,2024-04-24,BOA,Google Play,instal late version app android device work receive activation key branch sms not activate fail app bet not qa tester
"This is not functional at all, it takes forever to make a transaction,please improve it.",1,2024-04-24,BOA,Google Play,functional take forever transactionplease improve
Nic app,5,2024-04-24,BOA,Google Play,nic app
I can't update the enable button not open.,1,2024-04-24,BOA,Google Play,not update enable button open
The best,5,2024-04-24,BOA,Google Play,well
The Bank I always love 😘 and work with them is priceless,5,2024-04-24,BOA,Google Play,bank love work priceless
It's the best,5,2024-04-24,BOA,Google Play,well
"BOA app was one of my favourite back in the days, now I don't if there is an app worsen that this.. very very bad. You need to fix it or remove it.",1,2024-04-24,BOA,Google Play,boa app favourite day not app worsen bad need fix remove
This app is very wonderful,5,2024-04-24,BOA,Google Play,app wonderful
It is not working at all.,1,2024-04-24,BOA,Google Play,work
To slow,1,2024-04-23,BOA,Google Play,slow
"I've never seen a very worst mobile banking system like this, i lost 37000 birr because of your delay transaction system, i called 8397 and they told me stay for confirmation but, after i changed my mind and waiting for confirmation call to cancel the process they sent it with out my approval, so please don't use the mobile banking system please",1,2024-04-23,BOA,Google Play,ve see bad mobile banking system like lose birr delay transaction system call tell stay confirmation change mind wait confirmation cancel process send approval not use mobile banking system
In Ethiopia pest Bank,5,2024-04-23,BOA,Google Play,ethiopia p bank
It is not working,1,2024-04-23,BOA,Google Play,work
